"from","to","rho","p","q","edge_sign"
"ASV_75","ASV_299",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_111","ASV_299",0.676106128044819,0.000108380732493973,0.00699625213424714,"Positive"
"ASV_127","ASV_299",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_145","ASV_299",0.671758178668325,0.000124640607513715,0.00699625213424714,"Positive"
"ASV_222","ASV_299",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_252","ASV_299",0.997041420118343,0,0,"Positive"
"ASV_257","ASV_299",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_261","ASV_299",0.671758178668325,0.000124640607513715,0.00699625213424714,"Positive"
"ASV_264","ASV_299",0.832239719563824,7.36862437733521e-08,9.94947876598897e-06,"Positive"
"ASV_274","ASV_299",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_283","ASV_299",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_19","ASV_300",0.61163793211545,0.000699198912295307,0.0306950099369081,"Positive"
"ASV_62","ASV_300",0.654306129964107,0.000213669160663565,0.00972777159129745,"Positive"
"ASV_119","ASV_301",0.636745983426463,0.000355540087487949,0.0159814373103463,"Positive"
"ASV_60","ASV_304",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_134","ASV_304",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_166","ASV_304",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_167","ASV_304",0.832239719563824,7.36862437733521e-08,9.94947876598897e-06,"Positive"
"ASV_233","ASV_304",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_279","ASV_304",0.622173756032602,0.000530150243934546,0.0236569917375739,"Positive"
"ASV_290","ASV_306",0.619671530534844,0.000566674626852892,0.0252176139371489,"Positive"
"ASV_42","ASV_311",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_226","ASV_311",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_239","ASV_311",1,0,0,"Positive"
"ASV_285","ASV_311",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_150","ASV_316",1,0,0,"Positive"
"ASV_157","ASV_316",1,0,0,"Positive"
"ASV_161","ASV_316",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_211","ASV_316",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_247","ASV_316",1,0,0,"Positive"
"ASV_271","ASV_316",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_37","ASV_317",1,0,0,"Positive"
"ASV_49","ASV_317",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_195","ASV_317",1,0,0,"Positive"
"ASV_24","ASV_320",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_32","ASV_320",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_118","ASV_320",1,0,0,"Positive"
"ASV_242","ASV_320",1,0,0,"Positive"
"ASV_64","ASV_321",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_75","ASV_321",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_103","ASV_321",0.706541773680277,3.8048701537452e-05,0.00262650072680959,"Positive"
"ASV_127","ASV_321",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_222","ASV_321",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_257","ASV_321",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_261","ASV_321",0.734803444627488,1.27308589377151e-05,0.00156051363512379,"Positive"
"ASV_274","ASV_321",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_281","ASV_321",0.612698584722994,0.000680285588452456,0.0298789473233601,"Positive"
"ASV_283","ASV_321",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_290","ASV_328",0.618340163934426,0.000586988732612204,0.0260503111334429,"Positive"
"ASV_12","ASV_331",1,0,0,"Positive"
"ASV_75","ASV_335",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_127","ASV_335",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_134","ASV_335",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_222","ASV_335",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_233","ASV_335",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_235","ASV_335",0.702193824303783,4.45318073913903e-05,0.00305723135512934,"Positive"
"ASV_257","ASV_335",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_274","ASV_335",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_283","ASV_335",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_258","ASV_336",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_65","ASV_337",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_81","ASV_337",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_100","ASV_337",1,0,0,"Positive"
"ASV_122","ASV_337",1,0,0,"Positive"
"ASV_240","ASV_337",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_234","ASV_339",0.632732522981714,0.000397692970747432,0.0178587727607973,"Positive"
"ASV_64","ASV_342",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_75","ASV_342",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_103","ASV_342",0.702193824303783,4.45318073913903e-05,0.00305723135512934,"Positive"
"ASV_127","ASV_342",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_222","ASV_342",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_257","ASV_342",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_261","ASV_342",0.732629469939241,1.39156190015477e-05,0.00156051363512379,"Positive"
"ASV_274","ASV_342",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_281","ASV_342",0.61864711467176,0.000582249754618402,0.0258773923745792,"Positive"
"ASV_283","ASV_342",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_321","ASV_342",0.997041420118343,0,0,"Positive"
"ASV_196","ASV_343",0.671758178668325,0.000124640607513715,0.00699625213424714,"Positive"
"ASV_234","ASV_344",0.615710029423576,0.000628993924705057,0.0277895468051117,"Positive"
"ASV_48","ASV_349",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_57","ASV_349",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_64","ASV_349",1,0,0,"Positive"
"ASV_321","ASV_349",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_342","ASV_349",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_48","ASV_351",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_131","ASV_351",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_220","ASV_351",1,0,0,"Positive"
"ASV_293","ASV_351",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_8","ASV_352",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_65","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_75","ASV_352",1,0,0,"Positive"
"ASV_110","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_127","ASV_352",1,0,0,"Positive"
"ASV_137","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_159","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_222","ASV_352",1,0,0,"Positive"
"ASV_252","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_257","ASV_352",1,0,0,"Positive"
"ASV_274","ASV_352",1,0,0,"Positive"
"ASV_283","ASV_352",1,0,0,"Positive"
"ASV_287","ASV_352",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_299","ASV_352",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_321","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_335","ASV_352",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_342","ASV_352",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_32","ASV_354",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_117","ASV_354",1,0,0,"Positive"
"ASV_161","ASV_354",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_313","ASV_355",0.638248847926267,0.00034079442851298,0.0153211152998168,"Positive"
"ASV_172","ASV_357",0.626806352467576,0.000467924884131943,0.0209955464731384,"Positive"
"ASV_44","ASV_359",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_75","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_111","ASV_359",0.673932153356572,0.00011625979537655,0.00699625213424714,"Positive"
"ASV_127","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_145","ASV_359",0.678280102733066,0.000100977333874486,0.00687431802304738,"Positive"
"ASV_222","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_252","ASV_359",1,0,0,"Positive"
"ASV_257","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_261","ASV_359",0.678280102733066,0.000100977333874486,0.00687431802304738,"Positive"
"ASV_264","ASV_359",0.829777471872807,8.71652050538074e-08,1.15771811706161e-05,"Positive"
"ASV_267","ASV_359",0.600019200921649,0.000938331035804207,0.035870838792321,"Positive"
"ASV_274","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_283","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_299","ASV_359",0.997041420118343,0,0,"Positive"
"ASV_352","ASV_359",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_65","ASV_360",0.997041420118343,0,0,"Positive"
